exp_id,method,alpha,n,BA,BA_std,ASR,ASR_std,cfASR,dASR,gap,BPR,ASR_ci95_half
cifar10_iid,grad_negation,0.25,5,0.68584,0.006830300139818209,0.9005777777777777,0.01302452577274645,0.8796888888888889,0.011199999999999965,0.020888888888888846,,0.01617208474569637
cifar10_iid,grad_negation,0.5,5,0.6873199999999999,0.006019717601349734,0.8807555555555556,0.014545670943957064,0.8048222222222222,0.031022222222222152,0.07593333333333334,0.7082772178136763,0.018060835940830095
cifar10_iid,grad_negation,0.75,5,0.68536,0.00549345064599655,0.8370666666666666,0.015604407417912327,0.6007111111111112,0.07471111111111106,0.2363555555555555,0.7573016112316668,0.01937543090412555
cifar10_iid,grad_negation,1.0,5,0.6871799999999999,0.006233137251817903,0.7406444444444444,0.03511308011356632,0.02126666666666662,0.17113333333333328,0.7193777777777778,0.8076991414988193,0.04359864744305993
cifar10_iid,short_retrain,0.25,5,0.6911799999999999,0.004466206443952176,0.9097333333333333,0.004035796615414031,0.8796888888888889,0.00204444444444436,0.03004444444444445,,0.005011103361432258
cifar10_iid,short_retrain,0.5,5,0.69018,0.002785139134765049,0.8916444444444445,0.0077301717675324596,0.8048222222222222,0.02013333333333329,0.0868222222222222,0.8096144871753028,0.00959827598367623
cifar10_iid,short_retrain,0.75,5,0.69056,0.0023849528297222116,0.876511111111111,0.010491207370878037,0.6007111111111112,0.0352666666666666,0.2758,0.8856452390881339,0.013026554490109246
cifar10_iid,short_retrain,1.0,5,0.6911400000000001,0.0030253925365148824,0.8373777777777779,0.011823443963604421,0.02126666666666662,0.07439999999999994,0.8161111111111111,0.916435281547489,0.014680744704387242
cifar10_iid_federaser_dt1,cf_sameinit,1.0,5,0.68776,0.004054996917384795,0.02126666666666662,0.0021710781300804493,0.02126666666666662,0.8905111111111111,0.0,0.0,0.002695749551408448
cifar10_iid_federaser_dt1,federaser,1.0,5,0.5848,0.01956872504789211,0.03179999999999996,0.0257715988763207,0.02126666666666662,0.8799777777777777,0.01053333333333334,0.011748884144657214,0.03199966650087606
cifar10_iid_federaser_dt1,full_retrain,1.0,5,0.68582,0.009000388880487315,0.02295555555555554,0.001462705087445692,0.02126666666666662,0.8888222222222222,0.0016888888888889197,0.0018898351468742067,0.001816188247070808
cifar10_iid_federaser_r1,cf_sameinit,1.0,5,0.68776,0.004054996917384795,0.02126666666666662,0.0021710781300804493,0.02126666666666662,0.8905111111111111,0.0,0.0,0.002695749551408448
